종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치
000270.KS,기아,2026-04-29,156900.0000,0.8355,상승,-0.3974,0.0520,,0.0993,0.0520,-0.0007,2.7503,,,,,,,,,,,,,,,,,
000270.KS,기아,2026-04-30,151800.0000,-3.2505,하락,-0.8495,0.0389,,-0.0155,0.0389,0.0995,-11.2119,,하락,1,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
000270.KS,기아,2026-05-04,154000.0000,1.4493,상승,0.0779,0.1233,,-0.0069,0.1233,0.2679,5.4692,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
000270.KS,기아,2026-05-06,154600.0000,0.3896,상승,0.2594,0.0972,,0.0317,0.0972,0.1698,1.4269,,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,
000270.KS,기아,2026-05-07,157600.0000,1.9405,상승,0.2588,0.2201,,0.1622,0.2201,0.2842,6.9317,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
000270.KS,기아,2026-05-08,164500.0000,4.3782,상승,0.9808,0.1712,,0.7122,0.1712,-0.4269,12.6595,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
000270.KS,기아,2026-05-11,174700.0000,6.2006,상승,2.9265,0.7803,,2.7297,0.7803,-1.3994,12.2530,,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,
000270.KS,기아,2026-05-12,168300.0000,-3.6634,하락,1.7755,0.6175,,0.9278,0.6175,0.2560,-11.5633,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
000270.KS,기아,2026-05-13,179500.0000,6.6548,상승,3.0377,1.0207,,2.4290,1.0207,-0.6309,11.5444,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
000270.KS,기아,2026-05-14,178100.0000,-0.7799,하락,2.4272,0.9096,,1.6897,0.9096,-0.0334,-2.3520,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
000270.KS,기아,2026-05-15,168000.0000,-5.6710,하락,0.4046,0.5147,,0.3572,0.5147,0.7083,-15.4502,,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,,
000270.KS,기아,2026-05-18,162500.0000,-3.2738,하락,-1.4046,0.1427,,0.0965,0.1427,0.1994,-8.3079,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
000270.KS,기아,2026-05-19,154900.0000,-4.6769,하락,-1.5647,-0.1332,,0.0031,-0.1332,-0.3002,-11.0028,-25.4122,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
000270.KS,기아,2026-05-20,149400.0000,-3.5507,하락,-3.5706,-0.2482,,0.1781,-0.2482,-0.7718,-7.8978,-40.2066,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
000270.KS,기아,2026-05-21,167900.0000,12.3829,상승,-1.2548,0.2457,,0.3763,0.2457,0.0839,30.6293,15.7852,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
000270.KS,기아,2026-05-22,164800.0000,-1.8463,하락,-0.3987,0.1489,,0.1695,0.1489,0.1233,-3.8593,-0.5321,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
000270.KS,기아,2026-05-26,167000.0000,1.3350,상승,0.5629,0.2665,,0.3010,0.2665,0.2235,2.5574,5.6286,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
000270.KS,기아,2026-05-27,164700.0000,-1.3772,하락,1.2189,0.3492,,0.0956,0.3492,0.6649,-3.1249,-4.0784,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
000270.KS,기아,2026-05-28,164300.0000,-0.2429,하락,1.8309,0.3603,,0.0021,0.3603,0.8036,-0.5819,-5.7605,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-05-29,169200.0000,2.9823,상승,0.1569,0.4173,,0.2969,0.4173,0.5651,6.5308,10.8367,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
000270.KS,기아,2026-06-01,169900.0000,0.4137,상승,0.6145,0.3972,,0.3117,0.3972,0.5019,0.8664,8.6815,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000270.KS,기아,2026-06-02,168800.0000,-0.6474,하락,0.2155,0.5174,,-0.0494,0.5174,1.2102,-1.8028,1.9944,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
000270.KS,기아,2026-06-04,164300.0000,-2.6659,하락,-0.0478,0.3119,,-0.1874,0.3119,0.9145,-7.3580,-12.1395,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,상승,0
000270.KS,기아,2026-06-05,161100.0000,-1.9477,하락,-0.3825,0.1962,,-0.2218,0.1962,0.6953,-5.3343,-22.1075,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-06-08,151400.0000,-6.0211,하락,-2.1361,-0.1868,,0.3694,-0.1868,-0.8448,-14.8308,-62.8480,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-06-09,164300.0000,8.5205,상승,-0.6867,-0.0060,,-0.0037,-0.0060,-0.0089,25.0733,7.6174,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
000270.KS,기아,2026-06-10,159700.0000,-2.7998,하락,-1.1236,-0.4527,,-0.6325,-0.4527,-0.2375,-6.3037,-42.4114,하락,1,하락,1,,,하락,1,하락,1,하락,1,상승,0,상승,0
000270.KS,기아,2026-06-11,156000.0000,-2.3168,하락,-1.0365,-0.3729,,-0.1146,-0.3729,-0.6811,-5.1777,-124.2297,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
000270.KS,기아,2026-06-12,166800.0000,6.9231,상승,0.7192,-0.3865,,-1.2780,-0.3865,0.6829,16.6270,-387.1895,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0
000270.KS,기아,2026-06-15,167500.0000,0.4197,상승,2.0170,-0.3239,,-1.2049,-0.3239,0.7125,0.8475,122.2672,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0
000270.KS,기아,2026-06-16,170200.0000,1.6119,상승,0.7245,0.0674,,0.1896,0.0674,-0.0735,3.3236,72.8108,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,상승,1
000270.KS,기아,2026-06-17,166300.0000,-2.2914,하락,0.8047,0.1164,,0.1475,0.1164,0.0804,-5.6697,6.0830,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
000270.KS,기아,2026-06-18,158800.0000,-4.5099,하락,0.3387,0.1193,,-0.1420,0.1193,0.4218,-10.5081,-43.3953,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0
000270.KS,기아,2026-06-19,154900.0000,-2.4559,하락,-1.4344,0.1681,,-0.5109,0.1681,0.9497,-5.5575,-104.1492,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-06-22,151400.0000,-2.2595,하락,-1.9689,-0.5034,,0.1918,-0.5034,-1.2921,-5.0974,2894.3032,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-06-23,137400.0000,-9.2470,하락,-4.0918,-0.8401,,1.7935,-0.8401,-3.8731,-18.0045,198.6751,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
000270.KS,기아,2026-06-24,138900.0000,1.0917,상승,-3.5640,-0.8689,,0.6807,-0.8689,-2.7586,3.8707,46.5251,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-06-25,139500.0000,0.4320,상승,-2.6032,-0.7861,,0.3842,-0.7861,-2.2637,1.5589,22.5224,하락,0,하락,0,,,상승,1,하락,0,하락,0,상승,1,상승,1
000270.KS,기아,2026-06-26,135300.0000,-3.0108,하락,-2.7143,-0.9117,-0.1706,0.4597,-0.9117,-2.6903,-6.1486,20.2049,하락,1,하락,1,,,상승,0,하락,1,하락,1,상승,0,상승,0
000270.KS,기아,2026-06-29,140600.0000,3.9172,상승,-1.5374,-0.9074,-0.0485,-0.5219,-0.9074,-1.4236,14.8917,4.7415,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-06-30,140000.0000,-0.4267,하락,0.3759,-0.9574,-0.1615,-0.7678,-0.9574,-1.2135,-0.9314,3.1948,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-04-29,1293000.0000,-0.5385,하락,1.1179,1.8268,,1.4703,1.8268,2.4393,-1.4122,,,,,,,,,,,,,,,,,
000660.KS,SK하이닉스,2026-04-30,1286000.0000,-0.5414,하락,0.9634,2.0659,,0.2903,2.0659,5.0875,-1.4980,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
000660.KS,SK하이닉스,2026-05-04,1447000.0000,12.5194,상승,3.5195,2.5345,,2.6725,2.5345,2.3104,8.9838,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
000660.KS,SK하이닉스,2026-05-06,1601000.0000,10.6427,상승,4.6691,3.0952,,4.8983,3.0952,0.1566,4.8432,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
000660.KS,SK하이닉스,2026-05-07,1654000.0000,3.3104,상승,5.1104,3.0989,,4.7282,3.0989,0.3176,1.2388,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
000660.KS,SK하이닉스,2026-05-08,1686000.0000,1.9347,상승,5.3976,2.6596,,4.6991,2.6596,-0.9749,0.7020,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
000660.KS,SK하이닉스,2026-05-11,1880000.0000,11.5065,상승,7.7404,3.4992,,6.6804,3.4992,-2.4947,3.3320,,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,
000660.KS,SK하이닉스,2026-05-12,1835000.0000,-2.3936,하락,4.6928,3.0972,,4.3801,3.0972,0.4526,-5.4854,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
000660.KS,SK하이닉스,2026-05-13,1976000.0000,7.6839,상승,4.3323,3.4801,,5.3279,3.4801,-0.4780,2.6671,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
000660.KS,SK하이닉스,2026-05-14,1970000.0000,-0.3036,하락,3.4991,3.1151,,4.2245,3.1151,0.6001,-0.7107,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
000660.KS,SK하이닉스,2026-05-15,1819000.0000,-7.6650,하락,1.4229,2.3799,,1.9942,2.3799,3.2857,-16.1502,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
000660.KS,SK하이닉스,2026-05-18,1840000.0000,1.1545,상승,-0.4219,2.3314,,1.7968,2.3314,3.5711,0.8732,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
000660.KS,SK하이닉스,2026-05-19,1745000.0000,-5.1630,하락,-0.9534,2.0521,,0.6353,2.0521,5.2817,-10.3185,-6.2354,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
000660.KS,SK하이닉스,2026-05-20,1745000.0000,0.0000,보합,-2.4706,1.8870,,0.4593,1.8870,4.9978,0.0000,-6.3498,하락,,상승,,,,상승,,상승,,상승,,하락,,하락,
000660.KS,SK하이닉스,2026-05-21,1940000.0000,11.1748,상승,-0.3290,2.2902,,1.7061,2.2902,3.5080,10.1380,0.4240,하락,0,상승,1,,,상승,1,상승,1,상승,1,보합,,하락,0
000660.KS,SK하이닉스,2026-05-22,1941000.0000,0.0515,상승,1.3423,2.2452,,1.2430,2.2452,4.2983,0.0408,-0.7737,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-26,2052000.0000,5.7187,상승,2.3016,2.5293,,1.6601,2.5293,4.2576,4.3059,2.1773,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-05-27,2243000.0000,9.3080,상승,5.2849,3.0456,,2.8331,3.0456,3.4576,5.5796,7.1445,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-28,2289000.0000,2.0508,상승,5.4833,2.8861,,2.7983,2.8861,3.0553,1.0805,5.5715,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-29,2333000.0000,1.9222,상승,3.7554,2.9064,,2.4220,2.9064,3.8376,1.0078,4.3423,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-01,2363000.0000,1.2859,상승,3.8865,2.9255,,1.7958,2.9255,5.0676,0.6797,3.0012,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-02,2360000.0000,-0.1270,하락,2.7305,2.8530,,0.7933,2.8530,6.6369,-0.3284,1.0578,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-06-04,2298000.0000,-2.6271,하락,0.4746,2.1979,,0.5738,2.1979,5.0182,-6.8112,-2.0673,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0
000660.KS,SK하이닉스,2026-06-05,2070000.0000,-9.9217,하락,-1.8810,1.1852,,-0.2813,1.1852,3.6241,-21.2439,-9.3562,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-06-08,1911000.0000,-7.6812,하락,-3.6940,0.6419,,-0.5273,0.6419,2.5129,-13.7592,-14.2757,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-06-09,2215000.0000,15.9079,상승,-1.3452,1.3128,,0.2949,1.3128,2.8934,20.4033,-2.9256,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-10,2048000.0000,-7.5395,하락,-2.8745,0.4115,,0.0727,0.4115,0.9244,-11.5516,-9.8736,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-06-11,2101000.0000,2.5879,상승,-1.8687,0.6489,,0.0688,0.6489,1.5195,3.0646,-7.4787,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-12,2150000.0000,2.3322,상승,0.7733,0.4217,,0.3381,0.4217,0.5454,2.7443,-5.2302,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-15,2288000.0000,6.4186,상승,3.6163,0.7675,,0.9597,0.7675,0.4837,7.0290,1.2003,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-16,2382000.0000,4.1084,상승,1.5460,1.3485,,1.1163,1.3485,1.6929,4.0430,4.2750,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-17,2521000.0000,5.8354,상승,4.3122,1.6094,,1.9737,1.6094,1.0720,5.2034,8.4330,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-18,2685000.0000,6.5054,상승,5.1040,2.1863,,2.5362,2.1863,1.6656,5.0437,11.8746,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-19,2764000.0000,2.9423,상승,5.1056,2.3193,,2.4900,2.3193,2.0631,2.0956,10.1564,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-22,2919000.0000,5.6078,상승,4.9921,2.1778,,4.1552,2.1778,-0.8025,3.6803,11.3918,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-23,2555000.0000,-12.4700,하락,1.3036,1.3367,,0.5435,1.3367,2.5919,-20.6287,-4.3171,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-06-24,2621000.0000,2.5832,상승,0.7438,1.2224,,0.9647,1.2224,1.6222,2.5183,-2.5541,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-25,2917000.0000,11.2934,상승,1.7129,1.4305,,3.0325,1.4305,-1.0378,9.6078,6.5662,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-26,2673000.0000,-8.3648,하락,-0.6606,0.8035,1.7459,1.0337,0.8035,0.4342,-12.2703,-3.8613,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-06-29,2628000.0000,-1.6835,하락,-2.1264,0.6124,1.7359,0.7205,0.6124,0.4378,-2.3791,-5.7345,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-06-30,2642000.0000,0.5327,상승,0.6495,0.5756,1.6351,0.6988,0.5756,0.3763,0.5654,-5.4278,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-04-29,556000.0000,0.1802,상승,0.5629,0.6755,,1.1573,0.6755,0.0740,0.2755,,,,,,,,,,,,,,,,,
005380.KS,현대차,2026-04-30,531000.0000,-4.4964,하락,-0.0373,0.6416,,0.0207,0.6416,1.4250,-11.5147,,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
005380.KS,현대차,2026-05-04,539000.0000,1.5066,상승,0.9705,0.6618,,0.1403,0.6618,1.3108,2.9362,,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
005380.KS,현대차,2026-05-06,550000.0000,2.0408,상승,0.9612,0.7831,,0.1799,0.7831,1.5252,3.8453,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
005380.KS,현대차,2026-05-07,572000.0000,4.0000,상승,0.6225,0.9497,,0.7848,0.9497,1.1499,6.7689,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
005380.KS,현대차,2026-05-08,613000.0000,7.1678,상승,2.0742,0.9978,,2.9834,0.9978,-1.4034,9.4500,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
005380.KS,현대차,2026-05-11,646000.0000,5.3834,상승,4.0998,1.4725,,3.7949,1.4725,-1.4610,5.3955,,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,
005380.KS,현대차,2026-05-12,646000.0000,0.0000,보합,3.6644,1.4512,,2.8114,1.4512,-0.3587,0.0000,,상승,,상승,,,,상승,,상승,,하락,,상승,,,
005380.KS,현대차,2026-05-13,710000.0000,9.9071,상승,5.2858,2.1159,,4.9853,2.1159,-1.8234,7.7607,,상승,1,상승,1,,,상승,1,상승,1,하락,0,보합,,,
005380.KS,현대차,2026-05-14,712000.0000,0.2817,상승,4.3928,1.9736,,3.8625,1.9736,-0.7995,0.1863,,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,
005380.KS,현대차,2026-05-15,700000.0000,-1.6854,하락,2.6150,1.6852,,2.7047,1.6852,0.1183,-4.6442,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
005380.KS,현대차,2026-05-18,663000.0000,-5.2857,하락,0.4979,1.1135,,1.3543,1.1135,0.7339,-13.3607,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
005380.KS,현대차,2026-05-19,604000.0000,-8.8989,하락,-1.2241,0.5634,,0.2317,0.5634,1.0897,-18.6619,-11.8400,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
005380.KS,현대차,2026-05-20,592000.0000,-1.9868,하락,-3.4819,0.5518,,0.0178,0.5518,1.3918,-3.9271,-13.6823,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
005380.KS,현대차,2026-05-21,666000.0000,12.5000,상승,-1.4063,1.0131,,1.1105,1.0131,0.8619,19.1989,0.8759,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-05-22,655000.0000,-1.6517,하락,-1.3953,0.9528,,0.7079,0.9528,1.3338,-3.2052,-2.5864,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005380.KS,현대차,2026-05-26,689000.0000,5.1908,상승,0.8176,1.2998,,1.1568,1.2998,1.5207,6.4703,3.5293,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-05-27,681000.0000,-1.1611,하락,2.4017,1.3730,,0.4580,1.3730,2.7824,-2.3846,-0.0026,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005380.KS,현대차,2026-05-28,677000.0000,-0.5874,하락,2.5891,1.2335,,0.2360,1.2335,2.7353,-1.2677,-1.9086,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
005380.KS,현대차,2026-05-29,723000.0000,6.7947,상승,1.6924,1.3379,,1.3843,1.3379,1.2697,8.5298,6.3275,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-06-01,750000.0000,3.7344,상승,2.7737,1.5246,,1.7760,1.5246,1.1549,3.9546,8.4864,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005380.KS,현대차,2026-06-02,729000.0000,-2.8000,하락,1.1364,1.5326,,0.4009,1.5326,3.2072,-6.2064,1.4306,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005380.KS,현대차,2026-06-04,700000.0000,-3.9781,하락,0.5337,1.2274,,-0.4550,1.2274,3.6491,-8.4501,-4.8795,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0
005380.KS,현대차,2026-06-05,700000.0000,0.0000,보합,0.6426,1.1297,,-0.6844,1.1297,3.6374,-0.0000,-5.1587,상승,,상승,,,,하락,,상승,,상승,,하락,,하락,
005380.KS,현대차,2026-06-08,639000.0000,-8.7143,하락,-2.3320,0.4990,,-0.8966,0.4990,2.3477,-17.0909,-16.6977,상승,0,상승,0,,,하락,1,상승,0,상승,0,보합,,하락,1
005380.KS,현대차,2026-06-09,639000.0000,0.0000,보합,-3.1552,0.1927,,-0.2416,0.1927,0.7497,0.0000,-16.8441,하락,,상승,,,,하락,,상승,,상승,,하락,,하락,
005380.KS,현대차,2026-06-10,602000.0000,-5.7903,하락,-3.7276,-0.3254,,0.4220,-0.3254,-1.2748,-10.7325,-26.9013,하락,1,상승,0,,,하락,1,상승,0,상승,0,보합,,하락,1
005380.KS,현대차,2026-06-11,597000.0000,-0.8306,하락,-3.1402,-0.3636,,0.4213,-0.3636,-1.3777,-1.5379,-31.8012,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
005380.KS,현대차,2026-06-12,607000.0000,1.6750,상승,-2.9273,-0.7671,,-0.3741,-0.7671,-1.2840,4.1900,-32.3106,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
005380.KS,현대차,2026-06-15,647000.0000,6.5898,상승,0.2594,-0.4878,,-0.7020,-0.4878,-0.2035,14.7331,-6.8480,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0
005380.KS,현대차,2026-06-16,640000.0000,-1.0819,하락,0.0323,-0.4525,,-0.5458,-0.4525,-0.3292,-2.2359,-12.8527,상승,0,하락,1,,,하락,1,하락,1,하락,1,상승,0,하락,1
005380.KS,현대차,2026-06-17,618000.0000,-3.4375,하락,0.5173,-0.3409,,-0.0589,-0.3409,-0.7126,-7.0352,-34.1646,상승,0,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
005380.KS,현대차,2026-06-18,601000.0000,-2.7508,하락,0.1287,-0.0228,,0.0277,-0.0228,-0.0898,-5.5307,-66.9974,상승,0,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
005380.KS,현대차,2026-06-19,613000.0000,1.9967,상승,0.1927,0.1597,,-0.2005,0.1597,0.6381,5.0336,-106.2904,상승,1,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
005380.KS,현대차,2026-06-22,581000.0000,-5.2202,하락,-2.1161,-0.6453,,0.2369,-0.6453,-1.8073,-10.3836,3607.6793,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1
005380.KS,현대차,2026-06-23,511000.0000,-12.0482,하락,-4.2254,-1.1002,,1.5072,-1.1002,-4.6066,-19.6538,209.9054,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
005380.KS,현대차,2026-06-24,509000.0000,-0.3914,하락,-3.7278,-1.3906,,0.5221,-1.3906,-4.1276,-0.6011,53.1697,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
005380.KS,현대차,2026-06-25,503000.0000,-1.1788,하락,-3.4813,-1.3945,,0.2940,-1.3945,-3.9279,-1.9050,28.4915,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
005380.KS,현대차,2026-06-26,480500.0000,-4.4732,하락,-4.8767,-1.5613,0.0315,0.3308,-1.5613,-4.5247,-7.1437,23.3375,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
005380.KS,현대차,2026-06-29,497000.0000,3.4339,상승,-3.2501,-1.8241,0.1472,-1.3184,-1.8241,-2.6565,12.1892,9.4609,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,상승,1
005380.KS,현대차,2026-06-30,499000.0000,0.4024,상승,-0.4799,-2.0636,0.0328,-2.6544,-2.0636,-1.0777,1.3332,5.1644,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1
005930.KS,삼성전자,2026-04-29,226000.0000,1.8018,상승,0.7671,0.8742,,0.6599,0.8742,1.1501,2.4233,,,,,,,,,,,,,,,,,
005930.KS,삼성전자,2026-04-30,220500.0000,-2.4336,하락,-0.3583,1.0038,,-0.8025,1.0038,3.3177,-6.6262,,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
005930.KS,삼성전자,2026-05-04,232500.0000,5.4422,상승,1.1685,1.0929,,0.3086,1.0929,2.0576,7.7375,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
005930.KS,삼성전자,2026-05-06,266000.0000,14.4086,상승,3.6873,1.7022,,5.0325,1.7022,-2.3237,13.2971,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
005930.KS,삼성전자,2026-05-07,271500.0000,2.0677,상승,4.2416,1.7220,,4.2742,1.7220,-1.5957,1.4053,,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,
005930.KS,삼성전자,2026-05-08,268500.0000,-1.1050,하락,3.4936,1.3091,,3.1098,1.3091,-1.1713,-2.7698,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
005930.KS,삼성전자,2026-05-11,285500.0000,6.3315,상승,5.1628,1.8158,,4.1187,1.8158,-1.4939,4.4553,,상승,1,상승,1,,,상승,1,상승,1,하락,0,하락,0,,
