종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,거래량_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치,거래량_전일방향,거래량_종가일치
000810.KS,삼성화재,2026-06-25,651000.0000,2.3585,상승,-1.4553,0.5681,0.6398,-0.4010,0.5681,1.8490,5.2641,-9.7322,-43.5203,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
000810.KS,삼성화재,2026-06-26,636000.0000,-2.3041,하락,-1.9289,0.5801,0.5823,-1.0442,0.5801,2.6795,-5.7440,-13.8939,33.2182,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
000810.KS,삼성화재,2026-06-29,625000.0000,-1.7296,하락,-1.8439,0.4250,0.5607,-1.0684,0.4250,2.2853,-4.3395,-17.4500,-19.8589,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000810.KS,삼성화재,2026-06-30,621000.0000,-0.6400,하락,-0.7827,0.1285,0.5047,-0.2705,0.1285,0.6092,-1.6710,-19.3172,-44.2444,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2025-12-30,296500.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005380.KS,현대차,2026-01-02,298500.0000,0.6745,상승,,,,,,,,,52.0572,,,,,,,,,,,,,,,,,,
005380.KS,현대차,2026-01-05,304500.0000,2.0101,상승,,,,,,,,,35.2758,,,,,,,,,,,,,,,,,상승,1
005380.KS,현대차,2026-01-06,308000.0000,1.1494,상승,,,,,,,,,159.0195,,,,,,,,,,,,,,,,,상승,1
005380.KS,현대차,2026-01-07,350500.0000,13.7987,상승,,,,,,,,,131.9778,,,,,,,,,,,,,,,,,상승,1
005380.KS,현대차,2026-01-08,340500.0000,-2.8531,하락,2.8241,,,,,,,,-60.6745,,,,,,,,,,,,,,,,,상승,0
005380.KS,현대차,2026-01-09,366000.0000,7.4890,상승,4.2135,,,,,,,,1.6689,상승,1,,,,,,,,,,,,,,,하락,0
005380.KS,현대차,2026-01-12,367000.0000,0.2732,상승,3.7436,,,,,,,,-2.4627,상승,1,,,,,,,,,,,,,,,상승,1
005380.KS,현대차,2026-01-13,406000.0000,10.6267,상승,5.6582,,,,,,,,80.4480,상승,1,,,,,,,,,,,,,,,하락,0
005380.KS,현대차,2026-01-14,411500.0000,1.3547,상승,3.3333,,,,,,,,-47.6184,상승,1,,,,,,,,,,,,,,,상승,1
005380.KS,현대차,2026-01-15,422000.0000,2.5516,상승,4.3099,,,,,,,,0.1035,상승,1,,,,,,,,,,,,,,,하락,0
005380.KS,현대차,2026-01-16,413000.0000,-2.1327,하락,2.3828,,,,,,,,-9.5993,상승,0,,,,,,,,,,,,,,,상승,0
005380.KS,현대차,2026-01-19,480000.0000,16.2228,상승,5.5954,,,,,,,,131.3174,상승,1,,,,,,,,,,,,,,,하락,0
005380.KS,현대차,2026-01-20,479000.0000,-0.2083,하락,3.4232,,,,,,,,-12.6065,상승,0,,,,,,,,,,,,,,,상승,0
005380.KS,현대차,2026-01-21,549000.0000,14.6138,상승,6.2344,,,,,,,,49.5565,상승,1,,,,,,,,,,,,,,,하락,0
005380.KS,현대차,2026-01-22,529000.0000,-3.6430,하락,4.5668,,,,,,-6.8585,,-8.3522,상승,0,,,,,,,,,,,,,,,상승,0
005380.KS,현대차,2026-01-23,510000.0000,-3.5917,하락,3.9592,,,,,,-6.5567,,-33.4723,상승,0,,,,,,,,,,,하락,1,,,하락,1
005380.KS,현대차,2026-01-26,492500.0000,-3.4314,하락,0.4908,,,,,,-6.1065,,-22.9152,상승,0,,,,,,,,,,,하락,1,,,하락,1
005380.KS,현대차,2026-01-27,488500.0000,-0.8122,하락,0.3712,,,,,,-1.4809,,22.0708,상승,0,,,,,,,,,,,하락,1,,,하락,1
005380.KS,현대차,2026-01-28,492500.0000,0.8188,상승,-2.1993,,,,,,0.5231,,-44.0254,상승,1,,,,,,,,,,,하락,0,,,상승,1
005380.KS,현대차,2026-01-29,528000.0000,7.2081,상승,-0.0398,2.7876,,1.5680,2.7876,5.5710,4.2571,,115.9873,하락,0,,,,,,,,,,,상승,1,,,하락,0
005380.KS,현대차,2026-01-30,500000.0000,-5.3030,하락,-0.3982,2.3606,,0.2774,2.3606,6.9343,-9.9758,,-44.1623,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,상승,0
005380.KS,현대차,2026-02-02,478000.0000,-4.4000,하락,-0.5797,1.9857,,-0.5543,1.9857,7.2152,-7.7840,,-12.5446,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,,,하락,1
005380.KS,현대차,2026-02-03,491500.0000,2.8243,상승,0.1206,2.0593,,-0.8210,2.0593,7.5596,2.6047,,-14.1858,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
005380.KS,현대차,2026-02-04,504000.0000,2.5432,상승,0.4618,1.6878,,-0.0424,1.6878,4.7346,2.2956,,-25.0161,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
005380.KS,현대차,2026-02-05,488500.0000,-3.0754,하락,-1.5791,1.6003,,-1.1079,1.6003,6.1518,-5.8482,,-3.1257,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,하락,1
005380.KS,현대차,2026-02-06,467500.0000,-4.2989,하락,-1.3201,1.0802,,-1.1270,1.0802,4.5360,-7.8621,,22.3936,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,하락,1
005380.KS,현대차,2026-02-09,478000.0000,2.2460,상승,0.0000,1.1687,,-1.5670,1.1687,5.2200,2.7740,,-24.9750,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,상승,1
005380.KS,현대차,2026-02-10,480500.0000,0.5230,상승,-0.4528,0.7754,,-0.7476,0.7754,2.8851,0.6571,,14.5312,보합,,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
005380.KS,현대차,2026-02-11,509000.0000,5.9313,상승,0.2067,1.0069,,-0.5289,1.0069,3.0594,7.0413,,88.0728,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,상승,1
005380.KS,현대차,2026-02-12,506000.0000,-0.5894,하락,0.7221,0.8589,,-0.6644,0.8589,2.8236,-1.2573,,-46.9854,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,상승,0
005380.KS,현대차,2026-02-13,499000.0000,-1.3834,하락,1.2905,0.8718,,-1.8578,0.8718,4.2733,-3.0626,,-33.8382,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,하락,1
005380.KS,현대차,2026-02-19,513000.0000,2.8056,상승,1.4156,0.3316,,0.2495,0.3316,0.4279,3.6377,,66.3099,상승,1,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
005380.KS,현대차,2026-02-20,509000.0000,-0.7797,하락,1.1366,0.3005,,0.1085,0.3005,0.5253,-1.8685,,-34.3759,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,상승,0
005380.KS,현대차,2026-02-23,523000.0000,2.7505,상승,0.5521,-0.2596,,-1.2123,-0.2596,0.8511,3.6929,-0.7733,67.2956,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,하락,0
005380.KS,현대차,2026-02-24,524000.0000,0.1912,상승,0.7059,-0.0501,,-0.2034,-0.0501,0.1251,0.2546,-1.5028,-28.8118,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
005380.KS,현대차,2026-02-25,572000.0000,9.1603,상승,2.8427,0.6211,,3.0123,0.6211,-2.1009,10.3652,9.7220,178.3408,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-02-26,609000.0000,6.4685,상승,3.6350,1.1598,,4.6019,1.1598,-2.9630,5.2807,14.2729,-30.2546,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005380.KS,현대차,2026-02-27,674000.0000,10.6732,상승,6.0285,1.8256,,7.1462,1.8256,-5.0440,6.3440,21.6680,50.4518,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
005380.KS,현대차,2026-03-03,595000.0000,-11.7211,하락,2.4810,0.9907,,1.6433,0.9907,0.0399,-22.1080,-0.1946,-13.5767,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
005380.KS,현대차,2026-03-04,501000.0000,-15.7983,하락,-0.7734,-0.2584,,-0.1543,-0.2584,-0.4124,-22.0754,-16.8004,29.0209,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2026-03-05,548000.0000,9.3812,상승,-0.8133,0.4606,,0.4112,0.4606,0.5338,10.6503,-7.6405,-45.1431,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0,상승,1
005380.KS,현대차,2026-03-06,553000.0000,0.9124,상승,-1.9132,0.7163,,0.3652,0.7163,1.2369,0.9737,-6.5474,-40.5930,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-03-09,507000.0000,-8.3183,하락,-5.8168,0.1470,,-0.0170,0.1470,0.3880,-10.6457,-17.1968,20.9059,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
005380.KS,현대차,2026-03-10,525000.0000,3.5503,상승,-2.5888,0.1989,,0.0724,0.1989,0.3839,4.3185,-12.4169,-33.5666,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
005380.KS,현대차,2026-03-11,530000.0000,0.9524,상승,1.1010,0.3922,,0.0487,0.3922,0.8933,1.1702,-10.6632,11.4004,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-03-12,521000.0000,-1.6981,하락,-1.0139,0.5036,,-0.2609,0.5036,1.6098,-2.3992,-13.6825,-19.0372,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0
005380.KS,현대차,2026-03-13,517000.0000,-0.7678,하락,-1.3657,0.3653,,-0.1986,0.3653,1.1661,-1.1353,-15.2020,-17.0860,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2026-03-16,506000.0000,-2.1277,하락,-0.0385,0.2380,,-0.1951,0.2380,0.8447,-3.2529,-20.5142,41.8389,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2026-03-17,522000.0000,3.1621,상승,-0.1154,0.1210,,-0.0010,0.1210,0.2902,5.0221,-11.6083,-0.0855,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
005380.KS,현대차,2026-03-18,545000.0000,4.4061,상승,0.5778,0.3627,,0.1204,0.3627,0.6976,6.5522,4.4303,-30.9087,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-03-19,522000.0000,-4.2202,하락,0.0383,0.2131,,-0.0755,0.2131,0.6098,-6.9929,-13.0022,-17.2591,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
005380.KS,현대차,2026-03-20,517000.0000,-0.9579,하락,0.0000,0.0370,,-0.0078,0.0370,0.0981,-1.6108,-16.6437,36.2681,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2026-03-23,485000.0000,-6.1896,하락,-0.8040,-0.2218,,0.2027,-0.2218,-0.8008,-9.9925,-45.9192,52.7987,보합,,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
005380.KS,현대차,2026-03-24,492000.0000,1.4433,상승,-1.1579,-0.2871,,0.1119,-0.2871,-0.8369,2.7801,-55.8782,-32.4842,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
005380.KS,현대차,2026-03-25,501000.0000,1.8293,상승,-1.7181,-0.2137,,0.0250,-0.2137,-0.5456,3.5462,-66.0212,1.8731,하락,0,하락,0,,,상승,1,하락,0,하락,0,상승,1,하락,0,하락,0
005380.KS,현대차,2026-03-26,490000.0000,-2.1956,하락,-1.2714,-0.7634,,-0.5363,-0.7634,-1.0810,-3.9035,-276.8985,-13.4463,하락,1,하락,1,,,상승,0,하락,1,하락,1,상승,0,하락,1,상승,0
005380.KS,현대차,2026-03-27,495000.0000,1.0204,상승,-0.8853,-1.0694,,-1.8321,-1.0694,0.0033,2.1746,89.7565,20.6684,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0,하락,0
005380.KS,현대차,2026-03-30,469500.0000,-5.1515,하락,-0.6293,-1.9391,,-6.4205,-1.9391,4.2482,-9.3366,121.2284,-18.1875,하락,1,하락,1,,,하락,1,하락,1,상승,0,상승,0,상승,0,상승,0
005380.KS,현대차,2026-03-31,445500.0000,-5.1118,하락,-1.8999,-1.4456,,-1.9831,-1.4456,-0.7795,-8.6452,78.0863,34.9010,하락,1,하락,1,,,하락,1,하락,1,상승,0,하락,1,상승,0,하락,1
005380.KS,현대차,2026-04-01,487500.0000,9.4276,상승,-0.5623,-0.1325,0.6599,0.0192,-0.1325,-0.3181,21.7456,-2.4503,-23.3533,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
005380.KS,현대차,2026-04-02,465500.0000,-4.5128,하락,-1.0262,-0.8105,0.5732,-0.7288,-0.8105,-0.9109,-7.3243,16.0429,36.7039,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1,하락,1
005380.KS,현대차,2026-04-03,471000.0000,1.1815,상승,-1.0157,-0.8122,0.5682,-1.2730,-0.8122,-0.2451,2.4404,5.5662,-50.5039,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
005380.KS,현대차,2026-04-06,469000.0000,-0.4246,하락,-0.0214,-0.3795,0.5463,-0.0215,-0.3795,-0.8155,-0.7516,4.4126,-16.1042,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1
005380.KS,현대차,2026-04-07,473000.0000,0.8529,상승,1.1760,-0.5213,0.4134,-0.5287,-0.5213,-0.5121,1.9511,-0.5508,27.3131,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
005380.KS,현대차,2026-04-08,508000.0000,7.3996,상승,0.8664,-0.2217,0.5630,-0.5794,-0.2217,0.2174,15.4303,-25.5247,83.4251,상승,1,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0,상승,1
005380.KS,현대차,2026-04-09,489500.0000,-3.6417,하락,1.0057,-0.3181,0.4128,-0.5542,-0.3181,-0.0306,-6.9158,-10.9926,-23.2774,상승,0,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1,상승,0
005380.KS,현대차,2026-04-10,489500.0000,0.0000,보합,0.7675,-0.2786,0.4077,-0.4817,-0.2786,-0.0326,0.0000,-10.8157,-17.8402,상승,,하락,,상승,,하락,,하락,,하락,,하락,,하락,,하락,
005380.KS,현대차,2026-04-13,478500.0000,-2.2472,하락,0.3911,-0.2794,0.2403,-0.2731,-0.2794,-0.2870,-4.5520,2.0917,-21.6858,상승,0,하락,1,상승,0,하락,1,하락,1,하락,1,보합,,하락,1,하락,1
005380.KS,현대차,2026-04-14,491500.0000,2.7168,상승,0.7587,-0.3107,0.2646,-0.7095,-0.3107,0.1703,6.1761,-14.2739,22.1690,상승,1,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
005380.KS,현대차,2026-04-15,508000.0000,3.3571,상승,0.0000,-0.3781,0.2836,-1.6706,-0.3781,1.1672,6.9921,-36.0079,11.4265,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
005380.KS,현대차,2026-04-16,534000.0000,5.1181,상승,1.8112,0.1231,0.3980,0.6027,0.1231,-0.4342,9.2272,-98.9625,75.6303,보합,,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
005380.KS,현대차,2026-04-17,538000.0000,0.7491,상승,1.9388,0.2152,0.1900,0.9551,0.2152,-0.6537,1.2302,-8271.2019,-52.4735,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0,상승,1
005380.KS,현대차,2026-04-20,527000.0000,-2.0446,하락,1.9020,0.4294,0.1569,0.9577,0.4294,-0.2010,-4.8493,51.3492,15.3294,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1,하락,1
005380.KS,현대차,2026-04-21,546000.0000,3.6053,상승,2.0974,0.5497,-0.0098,1.5899,0.5497,-0.7058,6.4566,56.0475,13.2977,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1,상승,1
005380.KS,현대차,2026-04-22,541000.0000,-0.9158,하락,1.2439,0.4050,0.0392,1.0782,0.4050,-0.4264,-2.2911,21.8391,-21.0735,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
005380.KS,현대차,2026-04-23,532000.0000,-1.6636,하락,-0.0745,0.4235,0.0718,0.7584,0.4235,0.0037,-4.2524,5.2787,45.8338,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1
005380.KS,현대차,2026-04-24,513000.0000,-3.5714,하락,-0.9314,0.1807,0.0669,0.2244,0.1807,0.1256,-8.8156,-12.5015,12.7385,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
005380.KS,현대차,2026-04-27,524000.0000,2.1442,상승,-0.1128,0.5463,0.1157,0.3722,0.5463,0.7664,5.0038,-2.2166,-24.2593,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
005380.KS,현대차,2026-04-28,555000.0000,5.9160,상승,0.3389,1.0916,0.2035,0.6990,1.0916,1.5859,11.8374,26.2425,177.8928,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-04-29,556000.0000,0.1802,상승,0.5629,0.6755,0.0910,1.1573,0.6755,0.0740,0.3160,15.8919,-62.4140,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
005380.KS,현대차,2026-04-30,531000.0000,-4.4964,하락,-0.0373,0.6416,0.1006,0.0207,0.6416,1.4250,-11.2764,-6.4684,18.3674,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
005380.KS,현대차,2026-05-04,539000.0000,1.5066,상승,0.9705,0.6618,0.1978,0.1403,0.6618,1.3108,3.2754,-1.0591,-25.7403,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
005380.KS,현대차,2026-05-06,550000.0000,2.0408,상승,0.9612,0.7831,0.1893,0.1799,0.7831,1.5252,4.2834,5.6636,97.9154,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
005380.KS,현대차,2026-05-07,572000.0000,4.0000,상승,0.6225,0.9497,0.2196,0.7848,0.9497,1.1499,7.5312,17.5243,23.1676,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
005380.KS,현대차,2026-05-08,613000.0000,7.1678,상승,2.0742,0.9978,0.4012,2.9834,0.9978,-1.4034,10.4905,33.4799,141.1211,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
005380.KS,현대차,2026-05-11,646000.0000,5.3834,상승,4.0998,1.4725,0.5730,3.7949,1.4725,-1.4610,5.9614,32.3427,-48.8227,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005380.KS,현대차,2026-05-12,646000.0000,0.0000,보합,3.6644,1.4512,0.5362,2.8114,1.4512,-0.3587,0.0000,18.0075,89.0011,상승,,상승,,상승,,상승,,상승,,하락,,상승,,상승,,하락,
005380.KS,현대차,2026-05-13,710000.0000,9.9071,상승,5.2858,2.1159,0.7286,4.9853,2.1159,-1.8234,8.5683,27.9913,-16.5668,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,보합,,상승,1,상승,1
005380.KS,현대차,2026-05-14,712000.0000,0.2817,상승,4.3928,1.9736,0.6398,3.8625,1.9736,-0.7995,0.2047,16.4141,-40.7745,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
005380.KS,현대차,2026-05-15,700000.0000,-1.6854,하락,2.6150,1.6852,0.6075,2.7047,1.6852,0.1183,-4.6022,7.7459,80.5615,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
005380.KS,현대차,2026-05-18,663000.0000,-5.2857,하락,0.4979,1.1135,0.5105,1.3543,1.1135,0.7339,-13.2560,-1.6922,-48.8057,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
005380.KS,현대차,2026-05-19,604000.0000,-8.8989,하락,-1.2241,0.5634,0.2818,0.2317,0.5634,1.0897,-18.5428,-12.5206,20.7842,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,하락,1
005380.KS,현대차,2026-05-20,592000.0000,-1.9868,하락,-3.4819,0.5518,0.2563,0.0178,0.5518,1.3918,-3.9030,-14.6857,-27.0586,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
005380.KS,현대차,2026-05-21,666000.0000,12.5000,상승,-1.4063,1.0131,0.4405,1.1105,1.0131,0.8619,19.8228,2.2338,-1.0899,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,하락,0
005380.KS,현대차,2026-05-22,655000.0000,-1.6517,하락,-1.3953,0.9528,0.4018,0.7079,0.9528,1.3338,-3.1901,-1.8791,-48.3770,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
005380.KS,현대차,2026-05-26,689000.0000,5.1908,상승,0.8176,1.2998,0.3574,1.1568,1.2998,1.5207,6.6451,5.0823,36.7748,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,하락,0
005380.KS,현대차,2026-05-27,681000.0000,-1.1611,하락,2.4017,1.3730,0.2191,0.4580,1.3730,2.7824,-2.3747,0.9205,37.7269,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
005380.KS,현대차,2026-05-28,677000.0000,-0.5874,하락,2.5891,1.2335,0.0091,0.2360,1.2335,2.7353,-1.2625,-1.2817,16.6439,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
005380.KS,현대차,2026-05-29,723000.0000,6.7947,상승,1.6924,1.3379,0.3887,1.3843,1.3379,1.2697,8.7374,7.8229,41.1978,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
005380.KS,현대차,2026-06-01,750000.0000,3.7344,상승,2.7737,1.5246,0.7532,1.7760,1.5246,1.1549,4.0465,9.9775,-12.1304,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
005380.KS,현대차,2026-06-02,729000.0000,-2.8000,하락,1.1364,1.5326,0.5434,0.4009,1.5326,3.2072,-6.1874,2.1262,-14.8409,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
005380.KS,현대차,2026-06-04,700000.0000,-3.9781,하락,0.5337,1.2274,0.4390,-0.4550,1.2274,3.6491,-8.4264,-4.7037,-54.1269,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
005380.KS,현대차,2026-06-05,700000.0000,0.0000,보합,0.6426,1.1297,0.5738,-0.6844,1.1297,3.6374,0.0000,-5.0067,43.5987,상승,,상승,,상승,,하락,,상승,,상승,,하락,,하락,,하락,
005380.KS,현대차,2026-06-08,639000.0000,-8.7143,하락,-2.3320,0.4990,0.3370,-0.8966,0.4990,2.3477,-17.0511,-17.3407,-12.7181,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,보합,,하락,1,상승,0
005380.KS,현대차,2026-06-09,639000.0000,0.0000,보합,-3.1552,0.1927,0.3211,-0.2416,0.1927,0.7497,0.0000,-17.5758,20.9329,하락,,상승,,상승,,하락,,상승,,상승,,하락,,하락,,하락,
005380.KS,현대차,2026-06-10,602000.0000,-5.7903,하락,-3.7276,-0.3254,0.2379,0.4220,-0.3254,-1.2748,-10.7101,-28.5933,-99.6921,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,보합,,하락,1,상승,0
005380.KS,현대차,2026-06-11,597000.0000,-0.8306,하락,-3.1402,-0.3636,0.2344,0.4213,-0.3636,-1.3777,-1.5347,-34.5461,28387.1547,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1
005380.KS,현대차,2026-06-12,607000.0000,1.6750,상승,-2.9273,-0.7671,0.2952,-0.3741,-0.7671,-1.2840,4.2315,-36.2762,6.2544,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
005380.KS,현대차,2026-06-15,647000.0000,6.5898,상승,0.2594,-0.4878,0.3643,-0.7020,-0.4878,-0.2035,14.8776,-6.7306,-26.7301,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0,상승,1
005380.KS,현대차,2026-06-16,640000.0000,-1.0819,하락,0.0323,-0.4525,0.2759,-0.5458,-0.4525,-0.3292,-2.2321,-14.1128,16.9619,상승,0,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1,하락,1
005380.KS,현대차,2026-06-17,618000.0000,-3.4375,하락,0.5173,-0.3409,0.2780,-0.0589,-0.3409,-0.7126,-7.0240,-40.7974,-30.6938,상승,0,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0
005380.KS,현대차,2026-06-18,601000.0000,-2.7508,하락,0.1287,-0.0228,0.2426,0.0277,-0.0228,-0.0898,-5.5224,-90.0890,4.1061,상승,0,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
005380.KS,현대차,2026-06-19,613000.0000,1.9967,상승,0.1927,0.1597,0.3687,-0.2005,0.1597,0.6381,5.0701,-464.3176,97.3828,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
005380.KS,현대차,2026-06-22,581000.0000,-5.2202,하락,-2.1161,-0.6453,0.2554,0.2369,-0.6453,-1.8073,-10.3702,280.9605,-47.4707,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,상승,0
005380.KS,현대차,2026-06-23,511000.0000,-12.0482,하락,-4.2254,-1.1002,0.0286,1.5072,-1.1002,-4.6066,-19.6335,161.2897,94.1991,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1
005380.KS,현대차,2026-06-24,509000.0000,-0.3914,하락,-3.7278,-1.3906,0.0544,0.5221,-1.3906,-4.1276,-0.6005,48.3673,-33.7137,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0
