종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,거래량_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치,거래량_전일방향,거래량_종가일치
005380.KS,현대차,2026-06-25,503000.0000,-1.1788,하락,-3.4813,-1.3945,0.0229,0.2940,-1.3945,-3.9279,-1.9031,26.7153,-12.4535,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1
005380.KS,현대차,2026-06-26,480500.0000,-4.4732,하락,-4.8767,-1.5613,0.0315,0.3308,-1.5613,-4.5247,-7.1370,22.2257,44.5471,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1
005380.KS,현대차,2026-06-29,497000.0000,3.4339,상승,-3.2501,-1.8241,0.1472,-1.3184,-1.8241,-2.6565,12.2481,8.9989,-24.0346,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1
005380.KS,현대차,2026-06-30,496000.0000,-0.2012,하락,-0.5999,-2.0882,0.0243,-2.6207,-2.0882,-1.1997,-0.3470,5.5572,-46.3408,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1
005490.KS,POSCO홀딩스,2025-12-30,305000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005490.KS,POSCO홀딩스,2026-01-02,297500.0000,-2.4590,하락,,,,,,,,,60.9852,,,,,,,,,,,,,,,,,,
005490.KS,POSCO홀딩스,2026-01-05,302500.0000,1.6807,상승,,,,,,,,,-12.3289,,,,,,,,,,,,,,,,,상승,1
005490.KS,POSCO홀딩스,2026-01-06,304000.0000,0.4959,상승,,,,,,,,,-18.3586,,,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-07,308000.0000,1.3158,상승,,,,,,,,,63.4375,,,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-08,300500.0000,-2.4351,하락,-0.2966,,,,,,,,-10.5982,,,,,,,,,,,,,,,,,상승,0
005490.KS,POSCO홀딩스,2026-01-09,304000.0000,1.1647,상승,0.4298,,,,,,,,-23.8007,하락,0,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-12,309500.0000,1.8092,상승,0.4608,,,,,,,,32.5664,상승,1,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-13,352500.0000,13.8934,상승,3.1782,,,,,,,,443.4572,상승,1,,,,,,,,,,,,,,,상승,1
005490.KS,POSCO홀딩스,2026-01-14,345000.0000,-2.1277,하락,2.3500,,,,,,,,-66.8008,상승,0,,,,,,,,,,,,,,,상승,0
005490.KS,POSCO홀딩스,2026-01-15,351500.0000,1.8841,상승,3.1648,,,,,,,,16.0775,상승,1,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-16,331500.0000,-5.6899,하락,1.6541,,,,,,,,16.5082,상승,0,,,,,,,,,,,,,,,상승,0
005490.KS,POSCO홀딩스,2026-01-19,347500.0000,4.8265,상승,2.2485,,,,,,,,-30.0475,상승,1,,,,,,,,,,,,,,,상승,1
005490.KS,POSCO홀딩스,2026-01-20,357500.0000,2.8777,상승,0.2894,,,,,,,,17.3397,상승,1,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-21,351000.0000,-1.8182,하락,0.3462,,,,,,,,-23.1333,상승,0,,,,,,,,,,,,,,,상승,0
005490.KS,POSCO홀딩스,2026-01-22,359500.0000,2.4217,상승,0.4600,,,,,,3.0828,,117.1828,상승,1,,,,,,,,,,,,,,,하락,0
005490.KS,POSCO홀딩스,2026-01-23,368000.0000,2.3644,상승,2.0893,,,,,,2.8451,,8.1642,상승,1,,,,,,,,,,,상승,1,,,상승,1
005490.KS,POSCO홀딩스,2026-01-26,365000.0000,-0.8152,하락,0.9812,,,,,,-2.2469,,-54.0367,상승,0,,,,,,,,,,,상승,0,,,상승,0
005490.KS,POSCO홀딩스,2026-01-27,359500.0000,-1.5068,하락,0.1110,,,,,,-4.2478,,-23.5579,상승,0,,,,,,,,,,,하락,1,,,하락,1
005490.KS,POSCO홀딩스,2026-01-28,378000.0000,5.1460,상승,1.4975,,,,,,7.0347,,108.1311,상승,1,,,,,,,,,,,하락,0,,,하락,0
005490.KS,POSCO홀딩스,2026-01-29,364000.0000,-3.7037,하락,0.2459,0.8809,,0.6542,0.8809,1.1945,-9.8024,,-15.5499,상승,0,,,,,,,,,,,상승,0,,,상승,0
005490.KS,POSCO홀딩스,2026-01-30,347500.0000,-4.5330,하락,-1.1175,0.7400,,-0.1781,0.7400,2.0032,-11.0649,,4.5132,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,,하락,1
005490.KS,POSCO홀딩스,2026-02-02,341500.0000,-1.7266,하락,-1.2955,0.5730,,-0.2921,0.5730,1.7378,-4.1532,,-44.1379,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,상승,0
005490.KS,POSCO홀딩스,2026-02-03,357000.0000,4.5388,상승,-0.1396,0.7742,,-0.1008,0.7742,1.9289,8.8679,,-15.6030,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
005490.KS,POSCO홀딩스,2026-02-04,363500.0000,1.8207,상승,-0.8110,0.8045,,0.0083,0.8045,1.8343,3.1503,,-10.9657,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
005490.KS,POSCO홀딩스,2026-02-05,367000.0000,0.9629,상승,0.1692,0.9563,,-0.5248,0.9563,2.8374,1.6491,,162.6775,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,하락,0
005490.KS,POSCO홀딩스,2026-02-06,359500.0000,-2.0436,하락,0.6755,0.7905,,-1.1077,0.7905,3.1227,-5.5077,,-50.6107,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,상승,0
005490.KS,POSCO홀딩스,2026-02-09,363500.0000,1.1127,상승,1.2301,0.7631,,-1.4079,0.7631,3.3211,2.2105,,-21.0950,상승,1,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
005490.KS,POSCO홀딩스,2026-02-10,371000.0000,2.0633,상승,0.7733,0.2595,,0.4658,0.2595,0.0275,3.9862,,26.1446,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
005490.KS,POSCO홀딩스,2026-02-11,372000.0000,0.2695,상승,0.4659,0.3777,,0.3823,0.3777,0.3725,0.5140,,-29.5183,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,상승,1
005490.KS,POSCO홀딩스,2026-02-12,383000.0000,2.9570,상승,0.8729,0.4390,,0.9708,0.4390,-0.1616,5.4700,,278.7198,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,하락,0
005490.KS,POSCO홀딩스,2026-02-13,375500.0000,-1.9582,하락,0.8653,0.6105,,-0.2423,0.6105,1.5846,-6.1696,,-67.1407,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,,상승,0
005490.KS,POSCO홀딩스,2026-02-19,389000.0000,3.5952,상승,1.3673,0.5723,,1.0072,0.5723,0.0846,6.7053,,-10.7311,상승,1,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
005490.KS,POSCO홀딩스,2026-02-20,394000.0000,1.2853,상승,1.2166,0.5005,,1.2700,0.5005,-0.3705,2.1472,,3.9927,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,하락,0
005490.KS,POSCO홀딩스,2026-02-23,388000.0000,-1.5228,하락,0.8362,0.5048,,0.6263,0.5048,0.3651,-5.0161,-0.3061,3.3146,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,,상승,0
005490.KS,POSCO홀딩스,2026-02-24,399500.0000,2.9639,상승,0.8551,0.5430,,1.2526,0.5430,-0.2755,5.3689,4.2941,16.8894,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-02-25,406500.0000,1.7522,상승,1.5930,0.5198,,1.4702,0.5198,-0.5932,2.8513,5.3980,0.1124,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-02-26,407500.0000,0.2460,상승,0.9358,0.5709,,1.3066,0.5709,-0.3087,0.3982,3.3219,32.5846,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-02-27,413000.0000,1.3497,상승,0.9521,0.7146,,1.3791,0.7146,-0.0927,2.2129,3.7688,10.7413,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-03-03,374500.0000,-9.3220,하락,-0.6701,-0.0464,,-0.0391,-0.0464,-0.0554,-27.2662,-14.4127,2.7795,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-03-04,321500.0000,-14.1522,하락,-3.8981,-0.5639,,1.0726,-0.5639,-2.5817,-28.7864,-40.2590,46.8401,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-03-05,346500.0000,7.7760,상승,-3.1201,-0.0133,,0.0168,-0.0133,-0.0519,22.0624,-33.4671,-44.6595,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-03-06,353500.0000,2.0202,상승,-2.8986,0.1601,,-0.2033,0.1601,0.6254,4.5788,-31.9349,-25.0410,하락,0,하락,0,,,상승,1,하락,0,하락,0,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-03-09,336000.0000,-4.9505,하락,-4.2565,-0.2798,,0.3660,-0.2798,-1.0997,-9.0688,-69.5406,-10.0729,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-03-10,343500.0000,2.2321,상승,-1.7898,-0.2672,,0.1626,-0.2672,-0.8210,5.4292,-135.4909,-20.4631,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-03-11,345000.0000,0.4367,상승,1.3815,-0.2947,,0.0899,-0.2947,-0.7952,1.0554,272.8732,-17.5503,하락,0,하락,0,,,상승,1,하락,0,하락,0,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-03-12,347500.0000,0.7246,상승,0.0580,-0.1612,,0.0631,-0.1612,-0.4557,1.8303,44.9820,-10.4955,상승,1,하락,0,,,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-03-13,337000.0000,-3.0216,하락,-0.9562,-0.3566,,0.1812,-0.3566,-1.0665,-6.4187,55.6546,12.5060,상승,0,하락,1,,,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-03-16,333500.0000,-1.0386,하락,-0.1463,-0.5065,,0.1105,-0.5065,-1.3309,-2.2522,33.8306,-22.2201,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-03-17,342500.0000,2.6987,상승,-0.0586,-0.4005,,-0.0918,-0.4005,-0.8189,8.0393,5.2986,-15.1601,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-03-18,349500.0000,2.0438,상승,0.2639,-0.4566,,-0.4021,-0.4566,-0.5310,5.5918,-7.0705,20.5167,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-03-19,338000.0000,-3.2904,하락,-0.5556,-0.5135,,-0.2117,-0.5135,-0.9262,-7.6573,10.3541,39.9338,상승,0,하락,1,,,하락,1,하락,1,하락,1,상승,0,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-03-20,343500.0000,1.6272,상승,0.3822,-0.6262,,-0.6945,-0.6262,-0.5321,4.7396,-1.3532,36.3683,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-03-23,325000.0000,-5.3857,하락,-0.4979,-0.9556,,-0.8369,-0.9556,-1.1189,-12.0835,23.5795,-3.5749,상승,0,하락,1,,,하락,1,하락,1,하락,1,상승,0,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-03-24,339500.0000,4.4615,상승,-0.1766,-0.6782,,-0.8918,-0.6782,-0.3836,13.3509,-2.5499,-33.5256,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-03-25,342000.0000,0.7364,상승,-0.4423,-0.8095,,-1.5848,-0.8095,0.2542,1.9510,-6.0841,-14.9234,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-03-26,342500.0000,0.1462,상승,0.2666,-0.9084,,-2.3322,-0.9084,1.0093,0.4037,-6.8315,2.5799,하락,0,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-03-27,342500.0000,0.0000,보합,-0.0591,-0.9310,,-3.0072,-0.9310,1.7727,0.0000,-6.8844,6.8016,상승,,하락,,,,하락,,하락,,상승,,상승,,하락,,상승,
005490.KS,POSCO홀딩스,2026-03-30,343000.0000,0.1460,상승,1.0641,-1.0121,,-5.1853,-1.0121,4.1675,0.4627,-7.6426,6.8958,하락,0,하락,0,,,하락,0,하락,0,상승,1,보합,,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-03-31,332500.0000,-3.0612,하락,-0.4095,-0.6135,,-2.1496,-0.6135,1.1219,-8.6506,8.5320,32.0729,상승,0,하락,1,,,하락,1,하락,1,상승,0,상승,0,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-04-01,346500.0000,4.2105,상승,0.2643,0.3674,0.1973,-0.3411,0.3674,1.1419,14.2952,-14.8270,-8.3864,하락,0,하락,0,,,하락,0,하락,0,상승,1,하락,0,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-02,341000.0000,-1.5873,하락,-0.0879,-0.0805,0.2064,-0.1372,-0.0805,-0.0194,-4.4658,-5.6243,63.7611,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-04-03,347500.0000,1.9062,상승,0.2932,-0.0879,0.2130,-0.3521,-0.0879,0.1963,5.9198,-17.2719,-39.9373,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-04-06,349000.0000,0.4317,상승,0.3508,0.1907,0.2126,0.2651,0.1907,0.1111,1.2969,-20.6946,-25.3849,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-04-07,345500.0000,-1.0029,하락,0.7574,0.0293,0.1768,0.0560,0.0293,0.0007,-3.2079,-12.1761,4.0887,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-04-08,362500.0000,4.9204,상승,0.9251,0.2561,0.2917,1.1075,0.2561,-0.6568,14.6967,-64.0343,66.3156,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-04-09,367000.0000,1.2414,상승,1.4895,0.2847,0.2956,1.2076,0.2847,-0.7225,3.0048,-178.9276,4.5798,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-04-10,369000.0000,0.5450,상승,1.2137,0.4658,0.2783,1.2235,0.4658,-0.3771,1.3165,198.0375,-48.0382,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-04-13,360000.0000,-2.4390,하락,0.6135,0.3839,0.0350,0.4291,0.3839,0.3329,-8.2219,18.3605,15.2959,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-04-14,361500.0000,0.4167,상승,0.8869,0.2742,0.0769,0.5000,0.2742,0.0188,1.2235,15.5988,-24.9482,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-15,368000.0000,1.7981,상승,0.3022,0.2663,0.0769,0.7227,0.2663,-0.2526,5.2054,26.6192,29.3878,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-04-16,370000.0000,0.5435,상승,0.1643,0.4594,0.1793,0.7717,0.4594,0.1008,1.5036,19.5079,-26.0439,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-17,385000.0000,4.0541,상승,0.8750,0.5930,0.1743,1.6322,0.5930,-0.6079,10.0449,37.8598,197.6357,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-04-20,389500.0000,1.1688,상승,1.5993,0.9163,0.1485,1.2575,0.9163,0.5131,2.4165,26.0803,-41.6633,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-21,421500.0000,8.2157,상승,3.2017,1.1543,0.3266,3.7933,1.1543,-1.9873,12.9116,47.2366,188.8041,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-04-22,418500.0000,-0.7117,하락,2.6112,1.0646,0.2725,2.5809,1.0646,-0.8471,-2.4855,21.9476,-45.1636,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-04-23,410500.0000,-1.9116,하락,2.0408,0.9363,0.1957,1.6066,0.9363,0.0621,-6.6623,8.4819,-0.6163,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-04-24,415000.0000,1.0962,상승,1.4815,0.9890,0.2298,1.5553,0.9890,0.2391,1.8260,7.3087,-47.5973,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-04-27,417500.0000,0.6024,상승,1.3625,1.0063,0.2660,1.4030,1.0063,0.4742,1.0079,5.3990,5.8795,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-04-28,466500.0000,11.7365,상승,2.1603,1.7920,0.4048,3.8280,1.7920,-0.9650,13.9193,25.2338,533.5398,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-29,469000.0000,0.5359,상승,2.3731,1.6094,0.4783,3.2553,1.6094,-0.7273,0.4461,15.5579,-69.4284,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-04-30,462000.0000,-1.4925,하락,2.3640,1.5645,0.5191,2.1219,1.5645,0.7414,-5.0066,7.2013,-5.1811,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-05-04,502000.0000,8.6580,상승,3.9013,1.9669,0.7239,3.8548,1.9669,-0.8592,7.4307,15.8891,89.9121,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-05-06,506000.0000,0.7968,상승,3.8196,1.9602,0.6672,3.2083,1.9602,0.0030,0.5554,10.6176,-44.2687,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-05-07,535000.0000,5.7312,상승,2.8476,2.3205,0.7628,3.8882,2.3205,-0.2168,3.5246,13.0346,57.3338,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-05-08,525000.0000,-1.8692,하락,2.2635,1.9447,0.6975,2.7847,1.9447,0.5294,-5.6705,5.8652,-51.1358,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-05-11,512000.0000,-2.4762,하락,1.9763,1.7022,0.6685,1.8134,1.7022,1.5106,-7.3548,0.7083,8.4428,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-05-12,479000.0000,-6.4453,하락,-0.8915,1.2697,0.5030,0.5845,1.2697,2.4536,-16.7402,-6.8716,160.7202,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-05-13,478500.0000,-0.1044,하락,-1.0755,1.3507,0.4658,0.2066,1.3507,3.2913,-0.2724,-7.0228,-49.7556,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-05-14,486500.0000,1.6719,상승,-1.9174,1.4058,0.4938,0.1155,1.4058,3.5292,2.7842,-5.2983,-8.6949,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-05-15,467500.0000,-3.9054,하락,-2.3176,1.1035,0.3626,-0.3891,1.1035,3.4788,-10.2873,-9.9346,18.8543,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-05-18,463000.0000,-0.9626,하락,-2.0219,1.0201,0.3742,-0.6913,1.0201,3.6420,-2.5568,-10.9417,-29.4016,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-05-19,440500.0000,-4.8596,하락,-1.6214,0.6026,0.2194,-0.6773,0.6026,2.4815,-12.1014,-17.2786,14.7877,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-05-20,417000.0000,-5.3348,하락,-2.6327,0.2968,0.0978,-0.5268,0.2968,1.4686,-11.9807,-25.7282,27.1106,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-05-21,443500.0000,6.3549,상승,-1.8905,0.2368,0.2357,-0.1480,0.2368,0.7734,16.9161,-15.7939,-45.1951,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-05-22,447500.0000,0.9019,상승,-0.8963,0.3113,0.2034,-0.2211,0.3113,1.0472,2.0117,-13.5966,-8.2056,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
005490.KS,POSCO홀딩스,2026-05-26,442000.0000,-1.2291,하락,-0.9496,0.3371,0.1501,-0.4026,0.3371,1.3465,-2.9083,-17.0302,-2.6496,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-05-27,423500.0000,-4.1855,하락,-0.7761,0.0907,0.0675,-0.1534,0.0907,0.4180,-9.5310,-31.6604,42.2260,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-05-28,420000.0000,-0.8264,하락,0.1380,0.0266,0.0295,-0.0471,0.0266,0.1250,-1.9049,-41.4338,15.9409,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-05-29,423500.0000,0.8333,상승,-0.9189,-0.4581,0.2067,0.1459,-0.4581,-1.2621,2.5510,-49.7429,30.6457,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-06-01,413000.0000,-2.4793,하락,-1.5998,-0.5994,0.3851,0.2004,-0.5994,-1.6791,-6.0983,-119.4280,-31.5540,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1,상승,0
005490.KS,POSCO홀딩스,2026-06-02,399000.0000,-3.3898,하락,-2.0264,-0.6784,0.2201,0.4074,-0.6784,-2.1723,-8.0515,760.0946,11.6671,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-06-04,402000.0000,0.7519,상승,-1.0342,-1.0841,0.2029,-0.6144,-1.0841,-1.7475,2.8505,61.1324,-18.6870,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-06-05,390000.0000,-2.9851,하락,-1.4581,-1.2714,0.2255,-0.7987,-1.2714,-1.9466,-7.2854,45.8784,-10.2396,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-06-08,359000.0000,-7.9487,하락,-3.1813,-1.9538,0.0646,-1.7337,-1.9538,-2.2719,-16.8527,54.1253,-4.9288,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-06-09,364500.0000,1.5320,상승,-2.4707,-1.8173,0.0812,-2.0823,-1.8173,-1.4321,6.9631,22.8490,22.4902,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
005490.KS,POSCO홀딩스,2026-06-10,363000.0000,-0.4115,하락,-1.8804,-1.7183,0.0645,-2.0305,-1.7183,-1.2675,-0.9079,14.2151,-99.9923,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0,상승,0
005490.KS,POSCO홀딩스,2026-06-11,358000.0000,-1.3774,하락,-2.3423,-1.4198,0.0873,-0.9155,-1.4198,-2.1422,-3.1563,10.8955,1073061.5385,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,하락,1
005490.KS,POSCO홀딩스,2026-06-12,377000.0000,5.3073,상승,-0.7086,-1.2081,0.1807,-1.5703,-1.2081,-0.6829,24.5796,-1.2687,15.5491,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
005490.KS,POSCO홀딩스,2026-06-15,395000.0000,4.7745,상승,1.9764,-1.1024,0.2177,-2.4142,-1.1024,0.7831,15.9637,-9.6565,-40.2871,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0,상승,1
005490.KS,POSCO홀딩스,2026-06-16,390000.0000,-1.2658,하락,1.3728,-0.9441,0.1675,-1.8258,-0.9441,0.2830,-3.0316,-7.2047,10.5112,상승,0,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1
005490.KS,POSCO홀딩스,2026-06-17,384500.0000,-1.4103,하락,1.1418,-0.9654,0.1920,-1.9085,-0.9654,0.3196,-3.4667,-4.4854,-3.4230,상승,0,하락,1,상승,0,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0
